,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
14328,300088321,4,1,6.65,108.0763,-67.7838,0,"[array([0.99873251, 0.99837315, 0.99817145, ..., 1.00039268, 1.00032139,
       1.00018394]), array([1517.36402649, 1517.37652662, 1517.3883323 , ..., 1541.97051283,
       1541.98231844, 1541.99481849])]"
8497,167651956,4,1,13.75,102.2826,-63.8854,0,"[array([1.00829792, 0.96383941, 0.96560621, ..., 0.97600847, 0.97032237,
       0.96778208]), array([1517.36147285, 1517.37744513, 1517.38855629, ..., 1541.97055034,
       1541.98235585, 1541.9948558 ])]"
3864,56524900,2,1,15.73,127.1056,-31.4591,0,"[array([1.13230979, 1.11159861, 1.13384688, ..., 1.01810503, 1.00085306,
       1.02654588]), array([1517.7633264 , 1517.77999326, 1517.78971559, ..., 1541.97361526,
       1541.98542051, 1541.99792019])]"
2911,41035485,4,4,8.32,90.4308,-67.8638,0,"[array([0.99645621, 0.99613267, 0.99490041, ..., 1.0020014 , 1.00154173,
       1.00159442]), array([1517.36364435, 1517.37614437, 1517.38794994, ..., 1541.96993763,
       1541.98174316, 1541.99424315])]"
6320,141283921,4,4,9.51,83.4472,-72.2471,0,"[array([0.99699742, 0.99631   , 0.99574912, ..., 1.00085902, 1.00061333,
       1.00115561]), array([1517.36247617, 1517.37428176, 1517.38747626, ..., 1541.96956868,
       1541.98137429, 1541.99387435])]"
15454,319472528,3,3,8.77,100.4178,-51.0006,0,"[array([0.99906063, 0.99887228, 0.99820447, ..., 1.00358391, 1.00366819,
       1.00355649]), array([1517.36524834, 1517.37774823, 1517.38955369, ..., 1541.97112941,
       1541.98293467, 1541.99543436])]"
5377,119079832,2,4,10.45,136.0137,-19.1518,0,"[array([0.99582511, 0.99522942, 0.99515384, ..., 1.0019803 , 1.00054884,
       1.00258327]), array([1517.36836534, 1517.3787822 , 1517.39267134, ..., 1541.97461303,
       1541.9864183 , 1541.99891799])]"
18286,382631610,3,4,12.31,118.7091,-60.8446,0,"[array([0.97193247, 0.95923609, 0.96263909, ..., 0.98126912, 0.98010051,
       0.9802354 ]), array([1517.36482562, 1517.37732579, 1517.3891315 , ..., 1541.97130852,
       1541.98311407, 1541.99561408])]"
1475,25668673,2,2,8.32,145.0284,-33.6939,0,"[array([0.999515  , 0.99853319, 0.99816501, ..., 1.00644732, 1.00609589,
       1.00621247]), array([1517.36731007, 1517.37981049, 1517.39161645, ..., 1541.97407526,
       1541.98588082, 1541.99838081])]"
19204,410251077,2,4,13.54,134.0822,-22.0568,0,"[array([1.02618074, 1.02834272, 0.99894375, ..., 1.00186789, 1.00292313,
       1.00430262]), array([1517.37304814, 1517.38693726, 1517.39874301, ..., 1541.97440572,
       1541.98621098, 1541.99871067])]"
16301,344954383,1,3,9.94,152.0414,3.5841,0,"[array([0.99548268, 0.99500591, 0.99426734, ..., 0.99066472, 0.99173582,
       0.99058962]), array([1517.36906712, 1517.38156754, 1517.39337349, ..., 1541.97563256,
       1541.98743795, 1541.99993777])]"
9865,186652098,2,2,4.94,133.1088,-32.5094,0,"[array([1.00078571, 1.00076294, 1.00077558, ..., 1.00314879, 1.00310826,
       1.0031569 ]), array([1517.36745723, 1517.37995746, 1517.39176323, ..., 1541.97380287,
       1541.98560823, 1541.99810801])]"
1668,26273051,1,3,8.59,153.5325,-7.2865,0,"[array([0.99517363, 0.99533308, 0.99998904, ..., 0.99813861, 0.99756408,
       0.9981122 ]), array([1517.36312277, 1517.37562327, 1528.79270648, ..., 1541.97545356,
       1541.98725905, 1541.99975899])]"
15309,311986993,1,4,10.42,138.8992,6.2875,0,"[array([0.99647492, 0.9969753 , 0.99635935, ..., 0.99684083, 0.99759305,
       0.99751645]), array([1517.3693369 , 1517.38183706, 1517.39364276, ..., 1541.97533418,
       1541.98713929, 1541.99963882])]"
354,1710855,1,3,10.15,155.6755,-0.765,0,"[array([1.01172662, 1.00832701, 1.0070684 , ..., 0.99835682, 0.9972676 ,
       0.99794495]), array([1517.36884223, 1517.38134273, 1517.39314877, ..., 1541.97561434,
       1541.98741983, 1541.99991976])]"
14588,300814115,4,1,10.9,116.9737,-69.1963,0,"[array([1.00291157, 0.99910223, 0.99817568, ..., 1.00422478, 1.00316632,
       1.00256002]), array([1517.36401859, 1517.37651879, 1517.38832454, ..., 1541.97065337,
       1541.98245904, 1541.99495917])]"
1980,31071586,3,1,9.5,135.0996,-46.8093,0,"[array([1.00116062, 1.00064874, 0.99918091, ..., 1.00663507, 1.00686789,
       1.0073055 ]), array([1517.36626082, 1517.37876112, 1517.39056696, ..., 1541.97287747,
       1541.98468301, 1541.99718299])]"
3320,51446358,1,1,8.31,129.4014,-10.9409,0,"[array([1.00060642, 1.00055897, 1.00106454, ..., 0.99387562, 0.9940654 ,
       0.99437076]), array([1517.368749  , 1517.38124907, 1517.39305468, ..., 1541.97461556,
       1541.98642064, 1541.99892013])]"
12506,272357134,4,1,8.52,119.4796,-73.4732,0,"[array([0.98371941, 0.98256654, 0.9999496 , ..., 1.00630212, 1.0067445 ,
       1.00654399]), array([1517.35946557, 1517.37404918, 1528.76241389, ..., 1541.97038416,
       1541.98218991, 1541.99469011])]"
6788,142797642,1,1,8.55,138.7732,-3.7825,0,"[array([0.99868375, 0.99943066, 0.99975979, ..., 0.99690127, 0.99638802,
       0.99627686]), array([1517.36906618, 1517.38156639, 1517.39337214, ..., 1541.97519932,
       1541.9870045 , 1541.99950411])]"
12136,270467893,1,4,10.34,135.2722,4.0795,0,"[array([0.9906978 , 0.99175584, 0.98859072, ..., 1.00646639, 1.00637209,
       1.0076108 ]), array([1517.36930088, 1517.38180097, 1517.39360662, ..., 1541.97518238,
       1541.98698744, 1541.99948692])]"
17279,350824806,4,2,10.84,89.6451,-55.8893,0,"[array([0.99718797, 0.99687523, 0.99531138, ..., 0.99430484, 0.99409807,
       0.99435651]), array([1517.36448735, 1517.3769872 , 1517.38879262, ..., 1541.97035179,
       1541.98215709, 1541.99465682])]"
17527,358507907,3,4,11.01,119.1227,-61.5126,0,"[array([0.98499215, 1.00017282, 0.98754144, ..., 1.00311887, 1.00252235,
       1.00206006]), array([1517.36337927, 1528.77187723, 1517.39532416, ..., 1541.97127261,
       1541.98307818, 1541.99557819])]"
5452,123253999,1,3,11.91,143.8082,-3.0203,0,"[array([1.00354481, 1.00161338, 1.00781679, ..., 0.97473383, 0.97541326,
       0.9741919 ]), array([1517.36904572, 1517.38154602, 1517.39335186, ..., 1541.97537208,
       1541.98717736, 1541.99967706])]"
8204,155720720,2,1,13.28,123.7188,-24.9478,0,"[array([1.04954755, 1.05543756, 1.0374738 , ..., 1.01009965, 1.01492596,
       1.01624882]), array([1517.36789385, 1517.38039388, 1517.39219947, ..., 1541.97378693,
       1541.98559206, 1541.99809161])]"
12853,278864123,4,2,10.48,100.782,-59.044,0,"[array([0.99630636, 0.99802876, 0.99445957, ..., 1.00366247, 1.00367904,
       1.00304055]), array([1517.36461614, 1517.37711613, 1517.38892167, ..., 1541.97074771,
       1541.98255312, 1541.99505297])]"
4210,62818622,1,3,8.04,154.382,-3.5338,0,"[array([1.00078511, 1.00099361, 1.00127602, ..., 0.9894172 , 0.98912162,
       0.98954058]), array([1517.36879362, 1517.38129411, 1517.39310014, ..., 1541.97555251,
       1541.98735799, 1541.99985792])]"
4358,75636605,3,1,8.57,139.3289,-43.3977,0,"[array([0.99953318, 0.99567991, 0.99839789, ..., 1.00253057, 1.00292289,
       1.00356936]), array([1517.36655365, 1517.379054  , 1517.39085989, ..., 1541.97324758,
       1541.98505314, 1541.99755314])]"
14968,308452846,4,1,8.74,120.6491,-65.5904,0,"[array([0.99490738, 0.9957521 , 0.99471974, ..., 1.00037265, 0.99766386,
       0.99858981]), array([1517.36301343, 1517.37551364, 1517.39009722, ..., 1541.97101528,
       1541.98282092, 1541.99532101])]"
19731,453049208,1,3,10.49,145.0033,0.6918,0,"[array([0.99298847, 0.99531621, 0.99525166, ..., 0.99830651, 0.99655741,
       0.99746567]), array([1517.36775417, 1517.38233786, 1517.39067139, ..., 1541.97546578,
       1541.98727105, 1541.99977075])]"
4313,74790375,3,1,8.04,137.9704,-45.2348,0,"[array([0.99632156, 0.99447328, 0.99425495, ..., 1.0023129 , 1.00254452,
       1.003057  ]), array([1517.36639786, 1517.37889819, 1517.39070407, ..., 1541.97307462,
       1541.98488018, 1541.99738019])]"
6468,141624979,4,4,10.9,89.6875,-73.2603,0,"[array([0.99207139, 0.99465072, 0.99601752, ..., 0.99975348, 0.99974197,
       0.99922544]), array([1517.36184607, 1517.37573505, 1517.38545734, ..., 1541.96971167,
       1541.98151732, 1541.99401741])]"
19306,413203447,2,3,7.83,143.8,-23.844,0,"[array([0.99486285, 0.99486655, 0.99506867, ..., 1.00457883, 1.00442755,
       1.00462651]), array([1517.36802352, 1517.3805239 , 1517.39232982, ..., 1541.97462944,
       1541.98643489, 1541.99893477])]"
18693,393491489,4,3,11.19,67.5141,-58.1873,0,"[array([0.99388885, 0.99825621, 0.99481189, ..., 1.00148821, 1.00050795,
       1.0010277 ]), array([1517.36339285, 1517.3738093 , 1517.38700346, ..., 1541.96913211,
       1541.98093742, 1541.99343715])]"
12669,277315482,4,3,8.63,84.6074,-67.1844,0,"[array([0.99760562, 0.99894464, 1.00002066, ..., 1.00052738, 1.00042582,
       1.00049806]), array([1517.35936659, 1517.37394989, 1528.9404552 , ..., 1541.96975038,
       1541.98155589, 1541.99405585])]"
6089,140661595,4,4,10.6,72.5147,-72.5734,0,"[array([0.9978596 , 0.99765354, 0.99463093, ..., 1.00750864, 1.00939083,
       1.00749552]), array([1517.36288541, 1517.37538542, 1517.38719099, ..., 1541.96923906,
       1541.98104467, 1541.99354473])]"
470,4847760,2,2,5.94,141.6187,-40.5017,0,"[array([0.99526769, 0.99315763, 0.9965719 , ..., 0.99776191, 0.999874  ,
       1.00119925]), array([1517.36679862, 1517.379299  , 1517.39110491, ..., 1541.97352823,
       1541.98533379, 1541.9978338 ])]"
12866,278867391,4,2,7.68,100.9662,-54.5665,0,"[array([1.0001626 , 0.999134  , 0.99722886, ..., 1.00164342, 1.00194585,
       1.0017277 ]), array([1517.36220921, 1517.37470915, 1517.38859797, ..., 1541.9709856 ,
       1541.98279093, 1541.99529069])]"
17700,370041020,4,3,9.31,65.8611,-66.1352,0,"[array([0.99955404, 0.99962199, 0.9978022 , ..., 1.00139928, 1.0016588 ,
       1.00205755]), array([1517.36297543, 1517.3754753 , 1517.38797517, ..., 1541.96903607,
       1541.98084155, 1541.99334146])]"
17438,358113316,4,4,10.67,70.0316,-77.0941,0,"[array([0.99843287, 0.99592876, 0.99619985, ..., 1.00521517, 1.00590062,
       1.00602567]), array([1517.36261476, 1517.37511484, 1517.38692048, ..., 1541.96914457,
       1541.98095028, 1541.99345044])]"
2519,38507920,4,3,9.3,62.1464,-62.3202,0,"[array([1.00062788, 0.99886709, 0.99907571, ..., 1.00752497, 1.00761008,
       1.00761425]), array([1517.36298048, 1517.37548027, 1517.38728563, ..., 1541.96886823,
       1541.98067363, 1541.99317346])]"
13169,279575288,3,3,10.3,106.4017,-53.9411,0,"[array([0.99563301, 0.99767506, 0.99420828, ..., 1.00139117, 1.00064921,
       1.00137067]), array([1517.36519379, 1517.37769378, 1517.38949932, ..., 1541.97127443,
       1541.98307979, 1541.99557958])]"
7948,150440079,4,2,8.11,97.5652,-61.7886,0,"[array([1.00066841, 0.99876428, 0.99811989, ..., 1.00084007, 1.00051093,
       1.00093818]), array([1517.36360873, 1517.37680316, 1517.38930315, ..., 1541.97047383,
       1541.98227927, 1541.99477916])]"
11992,267533071,3,3,10.17,114.0535,-51.9202,0,"[array([0.98998982, 0.9917469 , 0.9914695 , ..., 0.99611819, 0.99539614,
       0.99677801]), array([1517.36486272, 1517.37597389, 1517.39055729, ..., 1541.97174342,
       1541.98354881, 1541.99604862])]"
4223,62844832,1,3,9.9,154.7229,-2.8733,0,"[array([0.99477124, 0.9957782 , 0.99424165, ..., 0.99983263, 0.99950927,
       1.0002867 ]), array([1517.3674166 , 1517.37922263, 1517.39102865, ..., 1541.97556898,
       1541.98737447, 1541.99987439])]"
8996,176610804,2,4,11.69,132.4932,-23.883,0,"[array([1.00856268, 1.00911617, 1.00567746, ..., 1.00913143, 1.01046145,
       1.00979519]), array([1517.36806436, 1517.38056454, 1517.39237027, ..., 1541.97425294,
       1541.98605819, 1541.99855787])]"
11642,261090104,4,4,10.41,82.6025,-78.2555,0,"[array([0.99787915, 0.99695039, 0.99967444, ..., 0.99911845, 0.99943143,
       0.99803919]), array([1517.35860608, 1517.37318956, 1517.38221743, ..., 1541.96939159,
       1541.98119732, 1541.99369751])]"
11403,260304296,4,2,9.09,94.6156,-57.0135,1,"[array([1.00239336, 0.99896723, 0.99668598, ..., 1.06224322, 1.06111038,
       1.06270134]), array([1517.36458518, 1517.37708509, 1517.38889056, ..., 1541.97055854,
       1541.98236388, 1541.99486366])]"
16578,348960980,4,1,10.61,106.5284,-63.1281,0,"[array([0.99595356, 0.9920724 , 0.99326491, ..., 1.00197053, 1.00067949,
       1.00209415]), array([1517.36440971, 1517.37690978, 1517.38871541, ..., 1541.97074794,
       1541.98255345, 1541.99505341])]"
16757,349484930,4,1,10.92,111.2683,-60.3848,0,"[array([0.99108833, 0.98885095, 0.98600519, ..., 0.97287279, 0.970882  ,
       0.97237134]), array([1517.36474999, 1517.37725008, 1517.38905572, ..., 1541.971091  ,
       1541.9828965 , 1541.99539644])]"
10347,219176544,4,2,11.52,91.3556,-52.9158,0,"[array([0.99260449, 0.98562598, 0.98605043, ..., 0.99486828, 0.99722278,
       0.99505025]), array([1517.36476805, 1517.37726788, 1517.38907327, ..., 1541.9705553 ,
       1541.98236055, 1541.99486023])]"
14130,294784092,4,4,8.81,71.2626,-70.6719,0,"[array([1.00419736, 1.00392163, 1.0040921 , ..., 1.00045562, 1.000507  ,
       0.99998838]), array([1517.53030603, 1517.54766711, 1517.55600043, ..., 1541.96921599,
       1541.98102156, 1541.99352157])]"
3022,46226875,3,4,8.76,132.225,-54.2729,0,"[array([1.01421297, 1.01380599, 1.0113399 , ..., 0.99401402, 0.99350554,
       0.99335414]), array([1517.36556788, 1517.37806816, 1517.38987398, ..., 1541.97221496,
       1541.98402054, 1541.99652058])]"
3369,51916488,2,3,13.1,136.4037,-22.5628,0,"[array([1.06742978, 1.06436777, 1.06200552, ..., 1.01635957, 1.01698458,
       1.01318061]), array([1517.5577434 , 1517.57441041, 1517.58760513, ..., 1541.97446905,
       1541.98627436, 1541.9987741 ])]"
16752,349483715,4,1,7.95,110.9826,-60.8378,0,"[array([1.00020587, 0.9988662 , 0.99813938, ..., 0.99554217, 0.99548262,
       0.99530929]), array([1517.36470363, 1517.37720373, 1517.38900937, ..., 1541.97105133,
       1541.98285683, 1541.99535677])]"
18536,389568266,4,3,12.5,86.4876,-66.6657,0,"[array([1.01261365, 1.00172126, 1.00033891, ..., 1.01656795, 1.0150876 ,
       1.01741934]), array([1517.36362246, 1517.37612244, 1517.38792797, ..., 1541.96983668,
       1541.98164218, 1541.99414213])]"
4741,82470990,3,2,8.94,124.4823,-42.1379,0,"[array([0.99582595, 0.99994059, 0.99524659, ..., 0.99958372, 0.99905294,
       0.99890018]), array([1517.36103832, 1528.78158326, 1517.39298311, ..., 1541.97283487,
       1541.98464022, 1541.99714001])]"
16470,348795934,4,2,12.58,98.7182,-55.1726,0,"[array([0.98156959, 0.98247093, 0.9813202 , ..., 1.01225138, 1.01586199,
       1.01501715]), array([1517.36417163, 1517.37736599, 1517.38847704, ..., 1541.97084481,
       1541.98265014, 1541.9951499 ])]"
12351,271597374,4,4,10.0,108.5629,-76.9391,0,"[array([1.00857246, 1.00431335, 1.00295901, ..., 1.01770926, 1.01878631,
       1.01905906]), array([1517.36321284, 1517.37571305, 1517.3875188 , ..., 1541.96994308,
       1541.98174884, 1541.99424906])]"
9650,182315791,3,2,7.44,123.3443,-36.3104,0,"[array([1.00484204, 1.00669003, 1.00566649, ..., 1.00645185, 1.00579298,
       1.00510216]), array([1517.36705257, 1517.37955266, 1517.3913583 , ..., 1541.97314791,
       1541.98495318, 1541.99745287])]"
11812,262712183,1,3,11.13,148.9289,1.8151,0,"[array([0.99196219, 0.99346828, 0.99087304, ..., 1.00254536, 1.00278485,
       1.00251567]), array([1517.40937867, 1517.42049011, 1517.43160155, ..., 1541.97556541,
       1541.98737074, 1541.99987051])]"
3848,56253934,2,1,8.11,126.8895,-30.6391,0,"[array([0.99876004, 0.99837625, 0.9993006 , ..., 1.00115204, 1.00104201,
       1.0008508 ]), array([1517.36754648, 1517.3800466 , 1517.39185227, ..., 1541.97365118,
       1541.98545642, 1541.99795609])]"
12766,278054880,4,4,9.96,106.2629,-78.0734,0,"[array([0.99359059, 0.99056494, 0.99150205, ..., 0.99603736, 0.99665576,
       0.99608952]), array([1517.36170103, 1517.37420124, 1517.38878482, ..., 1541.96983314,
       1541.98163892, 1541.99413915])]"
12650,277172980,4,4,10.45,84.1078,-69.3822,0,"[array([1.00072217, 0.99671012, 0.99453759, ..., 1.00598609, 1.00541341,
       1.00525296]), array([1517.363374  , 1517.375874  , 1517.38767956, ..., 1541.96966923,
       1541.98147479, 1541.99397479])]"
19890,461767184,3,1,10.4,138.8045,-50.897,0,"[array([0.98430204, 0.98462099, 0.98282468, ..., 1.00450087, 1.00414693,
       1.00327754]), array([1517.36518898, 1517.37630041, 1517.39227309, ..., 1541.97264893,
       1541.98445455, 1541.99695463])]"
7304,149219145,4,3,10.25,82.2679,-61.6108,0,"[array([0.99242496, 0.99320686, 0.99232608, ..., 0.99488211, 0.99429196,
       0.994519  ]), array([1517.36104341, 1517.37423773, 1517.38604317, ..., 1541.96980808,
       1541.98161348, 1541.9941133 ])]"
4397,76494115,3,1,9.35,140.5165,-45.6429,0,"[array([0.99404544, 0.99139142, 0.98898113, ..., 1.00089574, 1.00308096,
       1.00471747]), array([1517.36635108, 1517.37885145, 1517.39065736, ..., 1541.97310501,
       1541.9849106 , 1541.99741064])]"
4171,62730728,1,3,9.76,145.0597,-0.2011,0,"[array([0.98940623, 0.98924977, 0.98905772, ..., 1.00342894, 1.00306892,
       1.00315452]), array([1517.37189452, 1517.3885616 , 1517.39967298, ..., 1541.97545423,
       1541.9872595 , 1541.99975921])]"
3257,51034344,1,1,7.73,127.6725,-9.8519,0,"[array([0.99660343, 0.99704921, 0.9972049 , ..., 1.00050426, 1.00028324,
       1.00038624]), array([1517.41738982, 1517.43336207, 1517.44447321, ..., 1541.97456119,
       1541.98636623, 1541.99886568])]"
16032,340486535,3,4,10.92,116.0766,-56.7634,0,"[array([1.00017035, 0.99786979, 0.9977634 , ..., 1.00007319, 0.99988586,
       1.00052357]), array([1517.36516301, 1517.37766312, 1517.38946879, ..., 1541.97150551,
       1541.98331099, 1541.9958109 ])]"
14569,300745427,4,1,9.82,116.3499,-68.1296,0,"[array([0.99261117, 0.99547124, 0.99843121, ..., 1.00327158, 0.99997878,
       0.99929351]), array([1517.36411263, 1517.37661281, 1517.38841855, ..., 1541.97071594,
       1541.98252159, 1541.99502169])]"
16347,347411727,2,4,9.76,133.0674,-16.5228,0,"[array([0.99819672, 0.9974364 , 0.99591964, ..., 1.00075746, 1.0007509 ,
       1.00082529]), array([1517.36850974, 1517.37962099, 1517.39351006, ..., 1541.97460485,
       1541.98641004, 1541.99890965])]"
9569,180666712,3,1,9.66,129.2851,-39.3231,0,"[array([1.01053441, 1.00639796, 1.00625038, ..., 1.01209962, 1.0116663 ,
       1.01249969]), array([1517.36688193, 1517.37938213, 1517.39118787, ..., 1541.97321462,
       1541.98501999, 1541.99751981])]"
8747,173861466,3,2,8.46,113.0701,-38.1741,0,"[array([0.99732602, 0.99773574, 0.99808991, ..., 0.99646974, 0.99708444,
       0.99724829]), array([1517.40556179, 1517.41806174, 1517.42986724, ..., 1541.97250645,
       1541.98431162, 1541.99681121])]"
8420,167368506,4,1,10.35,99.2766,-69.6659,0,"[array([1.00265944, 1.00236309, 0.9994576 , ..., 1.00100112, 1.00224435,
       1.00188315]), array([1517.36370339, 1517.37620348, 1517.38800912, ..., 1541.97014348,
       1541.98194908, 1541.99444913])]"
7888,150389760,4,1,11.46,96.627,-65.9574,0,"[array([1.00202239, 1.00212049, 1.00064874, ..., 1.01198745, 1.01224792,
       1.0147078 ]), array([1517.36394526, 1517.37644529, 1517.38825088, ..., 1541.97023865,
       1541.98204417, 1541.99454413])]"
17842,373843872,4,3,12.85,81.5361,-67.496,0,"[array([1.04174781, 1.03329325, 1.03290558, ..., 0.92186952, 0.92190903,
       0.92189896]), array([1517.36342322, 1517.37592318, 1517.3877287 , ..., 1541.96962784,
       1541.98143335, 1541.99393331])]"
